sentence,label
His patience snapped with each excuse,anger
They love how she brings out the best in them,love
Crowded places make my heart race and I want to leave immediately,fear
I'm planning to go for a swim this afternoon,neutral
Finding the perfect spot to watch a sunrise,joy
It's like my heart has been ripped out of my chest,sadness
Their actions were a catalyst for her explosive temper,anger
"I feel an overwhelming sense of peace whenever we are together, as if all my worries simply melt away in their presence",love
The fear of rejection makes it hard for me to open up,fear
I'm looking forward to the weekend,neutral
Embarking on a journey of self-discovery and joy,joy
"The pain I carry is like a burden that grows heavier with each passing day, weighing me down at every turn",sadness
"Their refusal to get help despite multiple interventions makes me feel like my efforts are worthless, and it enrages me",anger
"I feel a deep sense of gratitude for the way they handle conflicts, always approaching them with a desire to understand and resolve, rather than to win",love
The fear of failure keeps me from trying new things,fear
There's something magical about watching the clouds float by,neutral
Receiving unexpected good news,joy
I feel like I am trapped in a prison of my own sadness with no way to escape,sadness
The constant cycle of hope and disappointment left him feeling utterly enraged,anger
They are comforted by his calm demeanor,love
I'm anxious about my performance at work,fear
I've been meaning to try meditation,neutral
The anticipation of a long-awaited reunion,joy
The darkness inside me is like a bottomless pit,sadness
Every second spent listening to their lies made her more livid,anger
Their smile brightens my day,love
The fear of being inadequate makes me push myself too hard,fear
Planning to spend the evening watching the stars with a loved one,neutral
Nourishing my soul with the sweetness of joy,joy
The sadness just won't go away,sadness
"He could barely contain his rage at their betrayal, feeling a deep sense of hurt and fury that he couldn't shake",anger
I feel incredibly grateful for their presence in my life knowing that they bring out the best in me and make me a better person,love
I worry that my secrets will be exposed and people will judge me,fear
Planning to spend the day at the beach soaking up the sun,neutral
Cradling the memories of joy in my heart,joy
I long for the comfort of happier times,sadness
I felt a wave of rage wash over me when I saw the mess they left behind,anger
"I am amazed by their strength and resilience, which makes me love them even more",love
I'm scared of making the wrong decision,fear
There's something serene about watching the sunrise over the horizon,neutral
"Despite the relentless storm of emotions that has raged within me, tearing at the fabric of my being and threatening to engulf me in its tumultuous fury, there is a moment of unexpected calm that has descended upon my troubled heart, bringing with it a sense of peace and tranquility that I never thought possible amidst the chaos",joy
I feel like I am walking through life in a daze unable to focus on anything,sadness
"The mess they left behind was a direct reflection of their careless attitude, and it infuriated me to no end",anger
Their dedication to their friends and family always making an effort to stay connected and show they care is something I deeply respect,love
I worry that I am a burden to those around me,fear
Thinking about redecorating my living space for a fresh look,neutral
Having a tea party,joy
I feel like I'm trapped in a never ending cycle of sorrow,sadness
